time|Minutes|VehicleID|DirectionText|RouteID|TripID
2014-08-01 20:44:56.306430|13|7215|South to Federal Triangle|64|6464191
2014-08-01 20:44:56.306430|41|6483|South to Federal Triangle|64|6464192
2014-08-01 20:44:56.306430|67|6480|South to Federal Triangle|64|6464193
2014-08-01 20:44:56.306430|93|7215|South to Federal Triangle|64|6464194
2014-08-01 20:45:06.511800|12|7215|South to Federal Triangle|64|6464191
2014-08-01 20:45:06.511800|41|6483|South to Federal Triangle|64|6464192
2014-08-01 20:45:06.511800|66|6480|South to Federal Triangle|64|6464193
2014-08-01 20:45:06.511800|92|7215|South to Federal Triangle|64|6464194
2014-08-01 20:45:16.708240|12|7215|South to Federal Triangle|64|6464191
2014-08-01 20:45:16.708240|41|6483|South to Federal Triangle|64|6464192
2014-08-01 20:45:16.708240|66|6480|South to Federal Triangle|64|6464193
2014-08-01 20:45:16.708240|92|7215|South to Federal Triangle|64|6464194
2014-08-01 20:45:27.354200|12|7215|South to Federal Triangle|64|6464191
2014-08-01 20:45:27.354200|41|6483|South to Federal Triangle|64|6464192
2014-08-01 20:45:27.354200|66|6480|South to Federal Triangle|64|6464193
2014-08-01 20:45:27.354200|92|7215|South to Federal Triangle|64|6464194
2014-08-01 20:45:37.577663|12|7215|South to Federal Triangle|64|6464191
2014-08-01 20:45:37.577663|41|6483|South to Federal Triangle|64|6464192
2014-08-01 20:45:37.577663|66|6480|South to Federal Triangle|64|6464193
2014-08-01 20:45:37.577663|92|7215|South to Federal Triangle|64|6464194
2014-08-01 20:45:47.801134|12|7215|South to Federal Triangle|64|6464191
2014-08-01 20:45:47.801134|41|6483|South to Federal Triangle|64|6464192
2014-08-01 20:45:47.801134|66|6480|South to Federal Triangle|64|6464193
2014-08-01 20:45:47.801134|92|7215|South to Federal Triangle|64|6464194
2014-08-01 20:45:58.035512|12|7215|South to Federal Triangle|64|6464191
2014-08-01 20:45:58.035512|40|6483|South to Federal Triangle|64|6464192
2014-08-01 20:45:58.035512|66|6480|South to Federal Triangle|64|6464193
2014-08-01 20:45:58.035512|92|7215|South to Federal Triangle|64|6464194
2014-08-01 20:46:08.237034|11|7215|South to Federal Triangle|64|6464191
2014-08-01 20:46:08.237034|40|6483|South to Federal Triangle|64|6464192
2014-08-01 20:46:08.237034|65|6480|South to Federal Triangle|64|6464193
2014-08-01 20:46:08.237034|91|7215|South to Federal Triangle|64|6464194
2014-08-01 20:46:18.423715|11|7215|South to Federal Triangle|64|6464191
2014-08-01 20:46:18.423715|40|6483|South to Federal Triangle|64|6464192
2014-08-01 20:46:18.423715|65|6480|South to Federal Triangle|64|6464193
2014-08-01 20:46:18.423715|91|7215|South to Federal Triangle|64|6464194
2014-08-01 20:46:29.055087|11|7215|South to Federal Triangle|64|6464191
2014-08-01 20:46:29.055087|40|6483|South to Federal Triangle|64|6464192
2014-08-01 20:46:29.055087|65|6480|South to Federal Triangle|64|6464193
2014-08-01 20:46:29.055087|91|7215|South to Federal Triangle|64|6464194
2014-08-01 20:46:39.295053|11|7215|South to Federal Triangle|64|6464191
2014-08-01 20:46:39.295053|40|6483|South to Federal Triangle|64|6464192
2014-08-01 20:46:39.295053|65|6480|South to Federal Triangle|64|6464193
2014-08-01 20:46:39.295053|91|7215|South to Federal Triangle|64|6464194
2014-08-01 20:46:49.494850|11|7215|South to Federal Triangle|64|6464191
2014-08-01 20:46:49.494850|40|6483|South to Federal Triangle|64|6464192
2014-08-01 20:46:49.494850|65|6480|South to Federal Triangle|64|6464193
2014-08-01 20:46:49.494850|91|7215|South to Federal Triangle|64|6464194
2014-08-01 20:47:00.123841|10|7215|South to Federal Triangle|64|6464191
2014-08-01 20:47:00.123841|40|6483|South to Federal Triangle|64|6464192
2014-08-01 20:47:00.123841|65|6480|South to Federal Triangle|64|6464193
2014-08-01 20:47:00.123841|91|7215|South to Federal Triangle|64|6464194
2014-08-01 20:47:10.355449|9|7215|South to Federal Triangle|64|6464191
2014-08-01 20:47:10.355449|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:47:10.355449|64|6480|South to Federal Triangle|64|6464193
2014-08-01 20:47:10.355449|90|7215|South to Federal Triangle|64|6464194
2014-08-01 20:47:23.627248|9|7215|South to Federal Triangle|64|6464191
2014-08-01 20:47:23.627248|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:47:23.627248|64|6480|South to Federal Triangle|64|6464193
2014-08-01 20:47:23.627248|90|7215|South to Federal Triangle|64|6464194
2014-08-01 20:47:33.818258|10|7215|South to Federal Triangle|64|6464191
2014-08-01 20:47:33.818258|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:47:33.818258|64|6480|South to Federal Triangle|64|6464193
2014-08-01 20:47:33.818258|90|7215|South to Federal Triangle|64|6464194
2014-08-01 20:47:44.016944|9|7215|South to Federal Triangle|64|6464191
2014-08-01 20:47:44.016944|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:47:44.016944|64|6480|South to Federal Triangle|64|6464193
2014-08-01 20:47:44.016944|90|7215|South to Federal Triangle|64|6464194
2014-08-01 20:47:54.228876|9|7215|South to Federal Triangle|64|6464191
2014-08-01 20:47:54.228876|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:47:54.228876|64|6480|South to Federal Triangle|64|6464193
2014-08-01 20:47:54.228876|90|7215|South to Federal Triangle|64|6464194
2014-08-01 20:48:04.423938|9|7215|South to Federal Triangle|64|6464191
2014-08-01 20:48:04.423938|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:48:04.423938|63|6480|South to Federal Triangle|64|6464193
2014-08-01 20:48:04.423938|89|7215|South to Federal Triangle|64|6464194
2014-08-01 20:48:15.095752|8|7215|South to Federal Triangle|64|6464191
2014-08-01 20:48:15.095752|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:48:15.095752|63|6480|South to Federal Triangle|64|6464193
2014-08-01 20:48:15.095752|89|7215|South to Federal Triangle|64|6464194
2014-08-01 20:48:25.286863|8|7215|South to Federal Triangle|64|6464191
2014-08-01 20:48:25.286863|38|6483|South to Federal Triangle|64|6464192
2014-08-01 20:48:25.286863|63|6480|South to Federal Triangle|64|6464193
2014-08-01 20:48:25.286863|89|7215|South to Federal Triangle|64|6464194
2014-08-01 20:48:35.458381|8|7215|South to Federal Triangle|64|6464191
